시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
인천고잔사랑의무료급식,인천광역시 남동구 논현로62,인천광역시 남동구 논현로62,인천고잔감리교회,032-442-6401,인천고잔감리교회,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,중식(11:30-12:30),월+화+수+목+금,2008-03-24,,37.4015468762,126.7133778247,2023-02-28,3530000,인천광역시 남동구
논현무료급식,인천광역시 남동구 포구로70,인천광역시 남동구 포구로70,논현감리교회,032-446-6266,논현감리교회,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,중식(11:00-12:00),목+금+토,2008-03-08,,37.405135,126.7366397,2023-02-28,3530000,인천광역시 남동구
남동구서창LH1단지무료급식소,인천광역시 남동구 서창남순환로 124-14,인천광역시 남동구 서창남순환로 124-14,남동구서창LH1단지무료급식소,070-4206-6806,남동구서창LH1단지무료급식소,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,중식(11:30-12:30),월+화+수+목+금,2017-03-27,,37.43042634,126.7438364,2023-02-28,3530000,인천광역시 남동구
송이무료급식소,인천광역시 남동구 구월말로59,인천광역시 남동구 구월말로59,재단법인 송이,032-467-7303,송이무료급식소,기초생활수급 차상위계층 노인 등 결식우려가 있는 60세 이상 노인,중식(10:30-11:30),월+화+수+목+금,2017-03-20,,37.4543626,126.7247717,2023-02-28,3530000,인천광역시 남동구
장성군노인복지관,"전라남도 장성군 장성읍 청운11길 11, 누리타운 1층",전라남도 장성군 장성읍 영천리 1475-5,사단법인우성나눔재단,061-392-7415,장성군 노인복지관,60세 이상 저소득노인,중식(12:00-13:00),주5일,2021-01-01,,35.30421978,126.7824537,2023-02-27,4980000,전라남도 장성군
여량면종합복지회관,강원도 정선군 여량면 서동로 2885,강원도 정선군 여량면 여량리 305-3,아우라지작은도서관,033-562-6553,(코로나로 미운영)여량면종합복지회관,결식이우려되는어르신,12:00-13:00,미운영,,2022-12-31,37.47060293,128.7205012,2022-06-13,4290000,강원도 정선군
북평면종합복지회관,강원도 정선군 북평면 북평6길 35,강원도 정선군 북평면 북평리 223,나전중앙교회,033-563-4891,복지회관내급식소,결식이우려되는어르신,12:00-13:00,수,2022-06-08,2022-12-31,37.449289,128.6700523,2022-06-13,4290000,강원도 정선군
임계중앙교회,강원도 정선군 임계면 송계10길 17,강원도 정선군 임계면 송계리 659-1,임계중앙교회,033-563-1194,(코로나로 미운영)임계중앙교회,결식이우려되는어르신,12:00-13:00,미운영,,2022-12-31,37.4985954,128.8519834,2022-06-13,4290000,강원도 정선군
나눔공동체우리집,대구광역시 달서구 월곡로26길 15-4(상인동),대구광역시 달서구 상인동 1202-1,나눔공동체우리집,070-4606-6046,나눔공동체 우리집 내 식당,노인 및 취약계층,"10:30-17:00,12:00-13:00(일요일)",월+화+수+금+토+일,,,35.8088304,128.5494408,2022-02-28,6270000,대구광역시
월성종합사회복지관,대구광역시 달서구 학산로7길 39(월성동),대구광역시 달서구 월성동 273,월성종합사회복지관,053-634-4113,월성종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.83157511,128.5298717,2022-02-28,6270000,대구광역시
금강종합사회복지관 급식소,충청남도 공주시 우금티로 709-14(옥룡동),충청남도 공주시 옥룡동 123,금강종합사회복지관,041-856-6110,공주시 우금티로 709-14(옥룡동),결식우려 저소득층 노인,중식(11:30-13:00),월+수+금,,,36.44809287,127.1340176,2022-11-22,4500000,충청남도 공주시
춘수정 경로식당,충청남도 공주시 미나리3길 8(금성동),충청남도 공주시 금성동 192-4,사회복지법인 지장원,041-854-1089,"공주시 미나리3길 8, 1층(금성동)",결식우려 저소득층 노인,중식(11:30-13:00),화+수+목,,,,,2022-11-22,4500000,충청남도 공주시
여주시장애인복지관,경기도 여주시 청심로 105,경기도 여주시 하동 199-4,여주시장애인복지관,031-883-2100,여주시장애인복지관,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,,37.29953755,127.6322747,2022-11-01,5700000,경기도 여주시
구세군여주나눔의집,경기도 여주시 도예로 39-11,경기도 여주시 현암동 189-13,재대한구세군유지재단,031-885-1138,구세군여주나눔의집,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,,37.30799995,127.6402345,2022-11-01,5700000,경기도 여주시
사마리안 경로식당,경기도 여주시 청심로 165,경기도 여주시 홍문동 127-3,(사)여주기독교종합사회복지센터,031-883-9582,사마리안장애인쉼터,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,2022-09-30,37.29746355,127.6384443,2022-11-01,5700000,경기도 여주시
작은교회 경로식당,경기도 여주시 현암2길 17,경기도 여주시 현암동 180-2,작은교회,031-886-1009,작은교회,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,,37.30779118,127.6387002,2022-11-01,5700000,경기도 여주시
희년교회 경로식당,경기도 여주시 가남읍 경충대로 1162-19,경기도 여주시 가남읍 심석리 114-14,희년교회,031-884-9195,희년교회,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,,37.19631021,127.5530748,2022-11-01,5700000,경기도 여주시
한국교회 경로식당,경기도 여주시 가남읍 이화길 56-22,경기도 여주시 가남읍 신해리 418-28,한국교회,031-884-9106,한국교회,결식이 우려되는 저소득 노인,중식(11:40~14:00),월+화+수+목+금,2019-12-27,,37.21924959,127.5361038,2022-11-01,5700000,경기도 여주시
번동3단지종합사회복지관,서울특별시 강북구 오현로208,,기독교 대한성결교회,02-984-6777,번동3단지종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.6296739,127.0411557,2023-08-22,3080000,서울특별시 강북구
번동5단지종합사회복지관,서울특별시 강북구 한천로115길 20,,사회복지법인 혜명복지원,02-981-5077,번동5단지종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:00),월+화+수+목+금+토,,,37.63368721,127.0345359,2023-08-22,3080000,서울특별시 강북구
구세군강북종합사회복지관,서울특별시 강북구 인수봉로 20가길 24,,재대한구세군유지재단법인,02-984-5811,구세군강북종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:00-12:00),월+화+수+목+금+토,,,37.625687,127.013394,2023-08-22,3080000,서울특별시 강북구
번동2단지종합사회복지관,서울특별시 강북구 한천로 105길 24,,사회복지법인 원불교 삼동회,02-987-5078,번동2단지종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:00),월+화+수+목+금+토,,,37.62760841,127.0448051,2023-08-22,3080000,서울특별시 강북구
자비의 집,서울특별시 강북구 도봉로29길 90,,자비의집,02-945-4200,자비의 집,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.6203381,127.023387,2023-08-22,3080000,서울특별시 강북구
강북장애인종합복지관,서울특별시 강북구 오현로 189,,대한불교 조계종 사회복지재단,02-989-4218,강북장애인종합복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:40-13:00),월+화+수+목+금+토,,,37.628764,127.039059,2023-08-22,3080000,서울특별시 강북구
시립강북노인종합복지관,서울특별시 강북구 삼양로 92길 40,,대한불교 천태종 복지재단,02-999-9179,시립강북노인종합복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:00-12:30),월+화+수+목+금+토,,,37.635688,127.018757,2023-08-22,3080000,서울특별시 강북구
경로식당 무료급식(장성중앙쉼터),강원도 태백시 보드미길 31,강원도 태백시 장성동 150-40,장성중앙교회,033-581-6238,장성중앙교회,65세 이상 결식우려 노인,중식(12:00-13:00),수+금,2022-03-01,2022-12-31,37.1026845,129.0069988,2022-08-01,4220000,강원도 태백시
경로식당 무료급식(태백무료급식소),강원도 태백시 학마을길 101,강원도 태백시 황지동 180-107,태백순복음교회,033-552-3859,태백순복음교회,65세 이상 결식우려 노인,중식(12:00-13:00),수+목,2022-03-01,2022-12-31,37.1526963,128.9861568,2022-08-01,4220000,강원도 태백시
경로식당 무료급식(태백지역자활센터),강원도 태백시 태백로 398-8,강원도 태백시 화전동 120-1,태백지역자활센터,033-553-8888,대한노인회 태백시지회,65세 이상 결식우려 노인,중식(12:00-13:00),금,2022-03-01,2022-12-31,37.2011561,128.958622,2022-08-01,4220000,강원도 태백시
경로식당 무료급식(황지성당),강원도 태백시 먹거리 1길 10,강원도 태백시 황지동 252-2,원주교구 황지성당,033-552-2427,국 배달,65세 이상 결식우려 노인,중식(12:00-13:00),금,2022-03-01,2022-12-31,37.17392192,128.9888939,2022-08-01,4220000,강원도 태백시
햇빛나눔노인복지센터(사랑의도시락),강원도 태백시 서학1길 23-22,강원도 태백시 황지동 416,사랑의도시락,033-552-6463,도시락 배달,저소득 재가노인,중식(12:00-13:00),매일 배달,2022-01-01,2022-12-31,37.15524125,128.979607,2022-08-01,4220000,강원도 태백시
청곡종합사회복지관,대구광역시 수성구 노변공원로 49-1 (노변동),대구광역시 수성구 노변동 161-4,아시아복지재단,053-793-9411,청곡종합사회복지관,"어르신,기초수급자",중식(12:00-13:00),월+화+수+목+금,,,35.83759349,128.6984653,2022-02-28,6270000,대구광역시
지산종합사회복지관,"대구광역시 수성구 용학로 325 (지산동, 지산5단지아파트)",대구광역시 수성구 지산동 1297,보림,053-781-5156,지산종합사회복지관,"어르신, 기초수급자",중식(11:30-12:30),월+금,,,35.82406842,128.6425205,2022-02-28,6270000,대구광역시
범어교회,대구광역시 수성구 청호로84길 71(범어동),대구광역시 수성구 범어동 98-1,범어교회,053-667-8801,동대구역,"노숙자, 어르신",석식(17:00-18:00),화,,,35.85291374,128.6405362,2022-02-28,6270000,대구광역시
어울림자원봉사센터,대구광역시 달서구 와룡로2길 42(본동),대구광역시 달서구 본동 1094-1,어울림자원봉사센터,053-628-8204,어울림자원봉사센터 내 식당,노인 및 취약계층,10:00-14:00,수+토,,,35.8339287,128.5400992,2022-02-28,6270000,대구광역시
백령면무료급식소,인천광역시 옹진군 백령면 백령로278번안길 34,인천광역시 옹진군 백령면 진촌리 794-1,옹진군자원봉사센터,032-899-2316,진촌1리다목적회관,저소득 및 소외계층,09:00~15:00,매주 토요일,2020-03-01,2022-12-30,37.9727133,124.7193851,2021-11-04,3580000,인천광역시 옹진군
대청면무료급식소,인천광역시 옹진군 대청면 대청로7번길 4-19,인천광역시 옹진군 대청면 대청리 387-21,옹진군자원봉사센터,032-899-2316,대청행복나눔터,저소득 및 소외계층,09:00~15:00,매주 수요일,2020-03-01,2022-12-30,37.82536146,124.7141543,2021-11-04,3580000,인천광역시 옹진군
봉화군노인복지관,경상북도 봉화군 봉화읍 내성천2길 75-2,경상북도 봉화군 봉화읍 내성리 421-1,봉화군노인복지관,054-674-2555,경로식당,국민기초생활수급자,11:30~12:30,월+화+수+목+금,2014-03-01,,36.8923207936,128.7369088981,2022-12-01,5240000,경상북도 봉화군
삼동면경로식당,경상남도 남해군 삼동면 동부대로 1254-19,경상남도 남해군 삼동면 동천리 1041,삼동면경로식당,055-867-7465,합동경로회관,만60세 이상 저소득 어르신,중식(11:40-12:40),끝일(3+5+8),2023-01-01,2023-12-31,34.80746688,128.036907,2023-03-07,5430000,경상남도 남해군
삼동중앙경로식당,경상남도 남해군 삼동면 동부대로1876번나길 27,경상남도 남해군 삼동면 지족리 253-1,삼동중앙경로식당,055-867-1555,삼동면복지회관,만60세 이상 저소득 어르신,중식(11:40-12:40),화+수+목+금,2023-01-01,2023-12-31,34.8303221,128.001757,2023-03-07,5430000,경상남도 남해군
미조면경로식당,경상남도 남해군 미조면 미송로 11-11,경상남도 남해군 미조면 미조리 663-7,미조면경로식당,055-867-6303,미조마을회관,만60세 이상 저소득 어르신,중식(11:40-12:40),화,2023-01-01,2023-12-31,34.7157171,128.0433461,2023-03-07,5430000,경상남도 남해군
남면경로식당,경상남도 남해군 남면 남서대로 778-10,경상남도 남해군 남면 당항리 1440-6,남면경로식당,055-863-5088,남면복지회관,만60세 이상 저소득 어르신,중식(11:40-12:40),월+수+금,2023-01-01,2023-12-31,34.7717472,127.8874421,2023-03-07,5430000,경상남도 남해군
서면경로식당,경상남도 남해군 서면 남서대로 1653-8,경상남도 남해군 서면 서상리 1183-4,서면경로식당,055-863-3078,서상경로당,만60세 이상 저소득 어르신,중식(11:40-12:40),월+화+수+목+금,2023-01-01,2023-12-31,34.8090129,127.8365514,2023-03-07,5430000,경상남도 남해군
고현면경로식당,경상남도 남해군 고현면 탑동로 75-11,경상남도 남해군 고현면 대사리 911-13,고현면경로식당,055-863-1432,고현면복지회관,만60세 이상 저소득 어르신,중식(11:40-12:40),월+수+금,2023-01-01,2023-12-31,34.897557,127.8721201,2023-03-07,5430000,경상남도 남해군
기장군노인복지관,부산광역시 기장군 기장읍 대청로22번길 61,부산광역시 기장군 기장읍 대라리 186-8,기장군도시관리공단,051-792-4818,기장군노인복지관 경로식당 1층,만 60세 이상 국민기초생활수급자+만 60세 이상 국가보훈대상자,중식(11:20-12:20),월+화+수+목+금,2016-12-31,,35.23509949,129.2126008,2023-06-13,3400000,부산광역시 기장군
기장군노인복지관(일광분관),부산광역시 기장군 일광읍 이천8길 13,부산광역시 기장군 일광읍 이천리 930-2,기장군도시관리공단,051-792-4909,기장군노인복지관(일광분관) 경로식당 1층,만 60세 이상 국민기초생활수급자+만 60세 이상 국가보훈대상자,중식(11:30-12:30),월+화+수+목+금,2016-12-31,,35.26753833,129.2367325,2023-06-13,3400000,부산광역시 기장군
정관노인복지관,부산광역시 기장군 정관읍 정관중앙로 83-14,부산광역시 기장군 정관읍 용수리 1314-2,기장군도시관리공단,051-792-4975,정관노인복지관 경로식당 1층,만 60세 이상 국민기초생활수급자+만 60세 이상 국가보훈대상자,중식(11:30-12:30),월+화+수+목+금,2018-01-02,,35.32475608,129.179083,2023-06-13,3400000,부산광역시 기장군
유성구노인복지관,대전광역시 유성구 가정로 15(신성동),대전광역시 유성구 신성동 372,유성구노인복지관,042-862-4634,유성구노인복지관,결식노인 및 취약계층,중식(11:30-13:00),월+화+수+목+금,2000-02-01,,36.38454748,127.3440236,2023-06-13,3670000,대전광역시 유성구
송강사회복지관,대전광역시 유성구 봉산로 45(송강동),대전광역시 유성구 송강동 10,송강사회복지관,042-934-6338,송강사회복지관,기초수급 노인,중식(11:30-13:00),월+화+수+목+금,1996-08-01,,36.43721595,127.3851196,2023-06-13,3670000,대전광역시 유성구
미추홀노인복지관,인천광역시 미추홀구 학익소로37번길 17,인천광역시 미추홀구 주안동 866-67,미추홀노인복지관,032-861-3001,미추홀노인복지관,만60세 이상 결식우려 노인,중식(11:00~),월+화+수+목+금+토,1997-01-01,,37.44507738,126.6711736,2023-06-14,3510500,인천광역시 미추홀구
사북읍종합복지회관,강원도 정선군 사북읍 사북2길 16,강원도 정선군 사북읍 사북리 368-3,사북여성단체협의회,033-592-3919,(코로나로 미운영)사북읍종합복지회관,결식이우려되는어르신,12:00-13:00,미운영,,2022-12-31,37.22786339,128.8173805,2022-06-13,4290000,강원도 정선군
신동읍조동종합복지회관,강원도 정선군 신동읍 새골길 30,강원도 정선군 신동읍 조동리 216-1,신동읍여성단체협의회,033-560-2636,(코로나로 미운영)조동종합복지회관,결식이우려되는어르신,12:00-13:00,미운영,,2022-12-31,37.21806398,128.6712825,2022-06-13,4290000,강원도 정선군
남면종합복지회관,강원도 정선군 남면 칠현로 80,강원도 정선군 남면 문곡리 103-1,문곡1리새마을부녀회,033-560-2656,(코로나로 미운영)남면종합복지회관,결식이우려되는어르신,12:00-13:00,미운영,,2022-12-31,37.26853572,128.740534,2022-06-13,4290000,강원도 정선군
이푸른푸드,경기도 안산시 단원구 원포공원1로 60,경기도 안산시 단원구 초지동 742-3,㈜이푸른푸드,031-403-3192,이푸른푸드,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2011-09-01,,37.30323856,126.8113828,2022-12-12,3930000,경기도 안산시
로뎀나무,전라남도 화순군 화순읍 칠충로 146,전라남도 화순군 화순읍 향청리 82,로뎀나무,061-374-1004,로뎀나무 경로식당,60세 이상 저소득 노인,중식(12:00~13:00),월+화+수+목+금,2006-01-01,,35.06142903,126.984385,2023-07-18,4900000,전라남도 화순군
연꽃세상,전라남도 화순군 화순읍 소천길 24,전라남도 화순군 화순읍 신기리 263-5,연꽃세상,061-374-7779,연꽃세상 경로식당,60세 이상 저소득 노인,중식(12:00~13:00),월+화+수+목+금,2005-01-01,,35.0652563,126.9897614,2023-07-18,4900000,전라남도 화순군
삼성노인복지센터,전라남도 화순군 화순읍 시장길 9,전라남도 화순군 화순읍 삼천리 738-8,삼성노인복지센터,061-374-4232,삼성노인복지센터경로식당,60세 이상 저소득 노인,중식(12:00~13:00),월+화+수+목+금,2012-01-01,,35.05644969,126.9832854,2023-07-18,4900000,전라남도 화순군
행복한어르신복지관,대전광역시 동구 동부로 23,대전광역시 동구 판암동 518-3,행복한어르신복지관,042-282-5910,행복한어르신복지관,60세이상 기초수급자+차상위계층,중식(11:30~12:30),월+화+수+목+금,2011-01-17,,36.3194178923,127.4563279206,2023-06-30,6300000,대전광역시
생명종합사회복지관,대전광역시 동구 동부로 56-7,대전광역시 동구 판암동 239,생명종합사회복지관,042-283-9190,생명종합사회복지관,60세이상 기초수급자+차상위계층+저소득 독거노인,중식(11:20~12:20),월+화+수+목+금,2018-05-16,,36.3210793799,127.4608177902,2023-06-30,6300000,대전광역시
정다운어르신복지관,대전광역시 동구 충정로 53-30,대전광역시 동구 가양동 13-1,정다운어르신복지관,042-626-2736,정다운어르신복지관,60세이상 기초수급자+차상위계층+저소득 독거노인,중식(11:30~12:30),월+화+수+목+금,1998-06-30,,36.3464792247,127.4563411787,2023-06-30,6300000,대전광역시
학산종합사회복지관,대구광역시 달서구 월성로 77(월성동),대구광역시 달서구 월성동 86,학산종합사회복지관,053-634-7230,학산종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.83004237,128.528337,2023-09-26,3470000,대구광역시 달서구
본동종합사회복지관,대구광역시 달서구 송현로 113(송현동),대구광역시 달서구 송현동 977-2,본동종합사회복지관,053-636-5567,본동종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.82712717,128.5433255,2023-09-26,3470000,대구광역시 달서구
상인종합사회복지관,대구광역시 달서구 상화로 371(상인동),대구광역시 달서구 상인동 1563,상인종합사회복지관,053-641-1100,상인종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.80867252,128.5522461476,2023-09-26,3470000,대구광역시 달서구
성서종합사회복지관,대구광역시 달서구 신당로 56(신당동),대구광역시 달서구 신당동 1844,성서종합사회복지관,053-583-1284,성서종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.85229651,128.4988252,2023-09-26,3470000,대구광역시 달서구
신당종합사회복지관,대구광역시 달서구 신당로 55(신당동),대구광역시 달서구 신당동 1846,신당종합사회복지관,053-581-8310,신당종합사회복지관,복지관이 위치한 지역 내 만65세 이상 노인,11:30-12:30,월+화+수+목+금,,,35.8538435,128.497451,2023-09-26,3470000,대구광역시 달서구
의령무료급식소,경상남도 의령군 의령읍 의병로8길 16,경상남도 의령군 의령읍 서동리 534,대한노인회 의령군지회,055-573-2998,의령군노인복지관,"저소득, 결식우려노인",중식(12:00~13:00),월+화+수+목+금,1992-06-01,,35.31781883,128.2547694,2023-10-04,5390000,경상남도 의령군
광주시노인복지관,경기도 광주시 파발로 202,경기도 광주시 탄벌동 18-1,광주시노인복지관,031-766-9129,광주시노인복지관,기초생활수급자 등 저소득 노인,중식(11:10-12:30),월+화+수+목+금,2006-08-14,,37.41690288,127.2500001887,2023-09-26,5540000,경기도 광주시
사)대한노인회 광양시지회(상록회관),전라남도 광양시 광양읍 남문1길 41,,광양YWCA,061-762-0012,상록회관 1층,60세이상 결식노인,중식(11:00-13:00),주5일(공휴일제외),2018-01-02,2099-01-01,34.97279457,127.5845755,2023-09-20,4840000,전라남도 광양시
양천어르신종합복지관 경로식당,서울특별시 양천구 목동로3길 106 (신정동),서울특별시 양천구 신정동 325-3,양천어르신종합복지관,02-2649-8815,양천어르신종합복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.510405,126.858621,2023-09-20,3140000,서울특별시 양천구
서서울어르신복지관 경로식당,서울특별시 양천구 가로공원 60가길 16,서울특별시 양천구 신월동 158-4,서서울어르신복지관,02-2608-4042,서서울어르신복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.534261,126.826635,2023-09-20,3140000,서울특별시 양천구
신목종합사회복지관 경로식당,서울특별시 양천구 신목로 5 (신정동),서울특별시 양천구 신정동 1278-1,신목종합사회복지관,02-2643-7222,신목종합사회복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.51722556,126.8764675,2023-09-20,3140000,서울특별시 양천구
신목종합사회복지관(별관)  경로식당,서울특별시 양천구 목동남로 4길 6-46 목동2차 우성A 관리사무소 지하 1층,서울특별시 양천구 신정동 1279-1,신목종합사회복지관(별관),02-2223-8825,신목종합사회복지관(별관),저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.518426,126.876286,2023-09-20,3140000,서울특별시 양천구
한빛종합사회복지관 경로식당,서울특별시 양천구 신월로11길 16 (신월동),서울특별시 양천구 신월동 540-1,한빛종합사회복지관,02-2690-8762,한빛종합사회복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.519038,126.840216,2023-09-20,3140000,서울특별시 양천구
주평용구경로당,전라남도 담양군 수북면 용구동1길 2-3,전라남도 담양군 수북면 주평리 245,주평용구경로당,061-383-9508,주평용구경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.30914086,126.9382995,2022-10-26,4850000,전라남도 담양군
두정여자경로당,전라남도 담양군 수북면 경산길 74,전라남도 담양군 수북면 두정리 470,두정여자경로당,,두정여자경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.31826255,126.9334943,2022-10-26,4850000,전라남도 담양군
만화동경로당,전라남도 담양군 수북면 만화동길 17,전라남도 담양군 수북면 대흥리 217-1,만화동경로당,,만화동경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.29245304,126.9369231,2022-10-26,4850000,전라남도 담양군
개동(남)경로당,전라남도 담양군 수북면 개동길 24,전라남도 담양군 수북면 개동리 630-6,개동(남)경로당,,개동(남)경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.28254828,126.9413587,2022-10-26,4850000,전라남도 담양군
오정1구경로당,전라남도 담양군 수북면 강동길 65-3,전라남도 담양군 수북면 오정리 208-1,오정1구경로당,,오정1구경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.3037138,126.9154572,2022-10-26,4850000,전라남도 담양군
나산경로당,전라남도 담양군 수북면 하촌길 66-3,전라남도 담양군 수북면 나산리 171-1,나산경로당,,나산경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.29339672,126.9331738,2022-10-26,4850000,전라남도 담양군
남산경로당,전라남도 담양군 수북면 남산길 54,전라남도 담양군 수북면 남산리 355-1,남산경로당,,남산경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.2951488,126.9509848,2022-10-26,4850000,전라남도 담양군
강의경로당,전라남도 담양군 대전면 강의길 19,전라남도 담양군 대전면 강의리 300-1,강의경로당,061-383-8716,강의경로당),65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.266279,126.9030135,2022-10-26,4850000,전라남도 담양군
덕진경로당,전라남도 담양군 대전면 덕진옥산길 29-7,전라남도 담양군 대전면 행성리 32-12,덕진경로당,061-381-3483,덕진경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.29078353,126.916199,2022-10-26,4850000,전라남도 담양군
사성경로당,전라남도 담양군 대전면 사성길 50,전라남도 담양군 대전면 갑향리 565-1,사성경로당,061-383-9359,사성경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.27817347,126.9069116,2022-10-26,4850000,전라남도 담양군
성산경로당,전라남도 담양군 대전면 성산길 27-1,전라남도 담양군 대전면 성산리 178,성산경로당,070-7750-6916,성산경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.28674039,126.9177826,2022-10-26,4850000,전라남도 담양군
행정경로당,전라남도 담양군 대전면 행정길 65-2,전라남도 담양군 대전면 행성리 231-1,행정경로당,,행정경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.29019073,126.9068469,2022-10-26,4850000,전라남도 담양군
중옥경로당,전라남도 담양군 대전면 중옥길 73-13,전라남도 담양군 대전면 중옥리 421,중옥경로당,061-381-1129,중옥경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.26015765,126.8842891,2022-10-26,4850000,전라남도 담양군
태암경로당,전라남도 담양군 대전면 태암길 22-3,전라남도 담양군 대전면 태목리 248,태암경로당,061-383-7498,태암경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.26183538,126.8968105,2022-10-26,4850000,전라남도 담양군
초지마을 지역아동센터,경기도 안산시 단원구 초지로 182,경기도 안산시 단원구 초지동 696-3,초지마을,031-403-0535,초지마을 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2006-01-01,,37.31500276,126.8156282,2022-12-12,3930000,경기도 안산시
평화의 지역아동센터,경기도 안산시 단원구 선삼로6길 45,"경기도 안산시 단원구 선부동 1120-2, 1층",평화의,031-402-2489,평화의 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2006-08-01,,37.34563359,126.8134292,2022-12-12,3930000,경기도 안산시
비젼샘 지역아동센터,"경기도 안산시 단원구 보화로 41-1, 3층",경기도 안산시 단원구 고잔동 618-15,비젼샘,031-504-7466,비젼샘 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2014-01-15,,37.33111941,126.8318213,2022-12-12,3930000,경기도 안산시
초지경로식당,경기도 안산시 단원구 원초로 76(초지동),경기도 안산시 단원구 초지동 604-3,초지종합사회복지관,031-410-2151,초지종합사회복지관,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 노인,중식(11:30-13:00),월+화+수+목+금,1999-08-02,,37.32622777,126.8059474,2022-12-12,3930000,경기도 안산시
늘사랑 지역아동센터,경기도 안산시 단원구 와동로 10,"경기도 안산시 단원구 와동 682-12, 3층",늘사랑,031-484-3203,늘사랑 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2007-12-10,,37.3316253,126.8271378,2022-12-12,3930000,경기도 안산시
